,fecha,abrir,max,min,cerrar,cierre_ajustado,volumen
1368,4 feb 2020,"1,1063","1,1066","1,1034","1,1063","1,1063",-
1369,3 feb 2020,"1,1089","1,1089","1,1043","1,1090","1,1090",-
1370,31 ene 2020,"1,1029","1,1090","1,1018","1,1029","1,1029",-
1371,30 ene 2020,"1,1014","1,1037","1,1008","1,1017","1,1017",-
1372,29 ene 2020,"1,1023","1,1030","1,0993","1,1023","1,1023",-
1373,28 ene 2020,"1,1020","1,1027","1,0999","1,1020","1,1020",-
1374,27 ene 2020,"1,1026","1,1040","1,1010","1,1025","1,1025",-
1375,24 ene 2020,"1,1055","1,1061","1,1021","1,1055","1,1055",-
1376,23 ene 2020,"1,1098","1,1103","1,1037","1,1096","1,1096",-
1377,22 ene 2020,"1,1086","1,1098","1,1072","1,1086","1,1086",-
1378,21 ene 2020,"1,1096","1,1120","1,1086","1,1097","1,1097",-
1379,20 ene 2020,"1,1095","1,1105","1,1078","1,1095","1,1095",-
1380,17 ene 2020,"1,1138","1,1145","1,1088","1,1140","1,1140",-
1381,16 ene 2020,"1,1153","1,1172","1,1130","1,1154","1,1154",-
1382,15 ene 2020,"1,1130","1,1163","1,1120","1,1131","1,1131",-
1383,14 ene 2020,"1,1134","1,1146","1,1106","1,1136","1,1136",-
1384,13 ene 2020,"1,1117","1,1145","1,1114","1,1117","1,1117",-
1385,10 ene 2020,"1,1109","1,1121","1,1086","1,1111","1,1111",-
1386,9 ene 2020,"1,1114","1,1122","1,1095","1,1113","1,1113",-
1387,8 ene 2020,"1,1156","1,1165","1,1111","1,1155","1,1155",-
1388,7 ene 2020,"1,1196","1,1199","1,1135","1,1198","1,1198",-
1389,6 ene 2020,"1,1162","1,1208","1,1158","1,1162","1,1162",-
1390,3 ene 2020,"1,1171","1,1181","1,1126","1,1171","1,1171",-
1391,2 ene 2020,"1,1219","1,1227","1,1167","1,1221","1,1221",-
1392,1 ene 2020,"1,1221","1,1228","1,1159","1,1221","1,1221",-
1393,31 dic 2019,"1,1204","1,1241","1,1201","1,1202","1,1202",-
1394,30 dic 2019,"1,1182","1,1221","1,1182","1,1182","1,1182",-
1395,27 dic 2019,"1,1101","1,1181","1,1100","1,1101","1,1101",-
1396,26 dic 2019,"1,1095","1,1105","1,1083","1,1095","1,1095",-
1397,25 dic 2019,"1,1091","1,1109","1,1078","1,1090","1,1090",-
1398,24 dic 2019,"1,1093","1,1098","1,1071","1,1094","1,1094",-
1399,23 dic 2019,"1,1080","1,1098","1,1071","1,1080","1,1080",-
1400,20 dic 2019,"1,1124","1,1126","1,1074","1,1126","1,1126",-
1401,19 dic 2019,"1,1116","1,1142","1,1110","1,1116","1,1116",-
1402,18 dic 2019,"1,1152","1,1152","1,1111","1,1151","1,1151",-
1403,17 dic 2019,"1,1137","1,1173","1,1131","1,1137","1,1137",-
1404,16 dic 2019,"1,1125","1,1158","1,1123","1,1124","1,1124",-
1405,13 dic 2019,"1,1183","1,1187","1,1119","1,1186","1,1186",-
1406,12 dic 2019,"1,1133","1,1153","1,1112","1,1136","1,1136",-
1407,11 dic 2019,"1,1094","1,1099","1,1072","1,1093","1,1093",-
1408,10 dic 2019,"1,1065","1,1098","1,1064","1,1065","1,1065",-
1409,9 dic 2019,"1,1058","1,1080","1,1054","1,1059","1,1059",-
1410,6 dic 2019,"1,1104","1,1112","1,1042","1,1105","1,1105",-
1411,5 dic 2019,"1,1083","1,1105","1,1080","1,1083","1,1083",-
1412,4 dic 2019,"1,1082","1,1113","1,1068","1,1085","1,1085",-
1413,3 dic 2019,"1,1076","1,1093","1,1066","1,1079","1,1079",-
1414,2 dic 2019,"1,1018","1,1089","1,1004","1,1019","1,1019",-
1415,29 nov 2019,"1,1011","1,1027","1,0983","1,1012","1,1012",-
1416,28 nov 2019,"1,1006","1,1019","1,1002","1,1005","1,1005",-
1417,27 nov 2019,"1,1022","1,1022","1,0993","1,1023","1,1023",-
1418,26 nov 2019,"1,1012","1,1027","1,1008","1,1014","1,1014",-
1419,25 nov 2019,"1,1024","1,1034","1,1006","1,1023","1,1023",-
1420,22 nov 2019,"1,1066","1,1079","1,1029","1,1066","1,1066",-
1421,21 nov 2019,"1,1079","1,1096","1,1064","1,1079","1,1079",-
1422,20 nov 2019,"1,1080","1,1083","1,1054","1,1080","1,1080",-
1423,19 nov 2019,"1,1072","1,1085","1,1064","1,1072","1,1072",-
1424,18 nov 2019,"1,1054","1,1091","1,1054","1,1055","1,1055",-
1425,15 nov 2019,"1,1023","1,1056","1,1015","1,1020","1,1020",-
1426,14 nov 2019,"1,1009","1,1018","1,0991","1,1013","1,1013",-
1427,13 nov 2019,"1,1012","1,1020","1,1001","1,1012","1,1012",-
1428,12 nov 2019,"1,1035","1,1041","1,1004","1,1035","1,1035",-
1429,11 nov 2019,"1,1023","1,1044","1,1017","1,1022","1,1022",-
1430,8 nov 2019,"1,1035","1,1038","1,1018","1,1020","1,1020",-
1431,7 nov 2019,"1,1071","1,1091","1,1038","1,1070","1,1070",-
1432,6 nov 2019,"1,1074","1,1095","1,1067","1,1074","1,1074",-
1433,5 nov 2019,"1,1128","1,1139","1,1065","1,1129","1,1129",-
1434,4 nov 2019,"1,1169","1,1177","1,1142","1,1167","1,1167",-
1435,1 nov 2019,"1,1156","1,1174","1,1131","1,1157","1,1157",-
1436,31 oct 2019,"1,1154","1,1177","1,1134","1,1154","1,1154",-
1437,30 oct 2019,"1,1112","1,1126","1,1103","1,1115","1,1115",-
1438,29 oct 2019,"1,1102","1,1119","1,1075","1,1099","1,1099",-
1439,28 oct 2019,"1,1085","1,1107","1,1077","1,1084","1,1084",-
1440,25 oct 2019,"1,1104","1,1126","1,1080","1,1104","1,1104",-
1441,24 oct 2019,"1,1133","1,1166","1,1094","1,1132","1,1132",-
1442,23 oct 2019,"1,1130","1,1133","1,1108","1,1129","1,1129",-
1443,22 oct 2019,"1,1152","1,1161","1,1125","1,1152","1,1152",-
1444,21 oct 2019,"1,1156","1,1181","1,1140","1,1156","1,1156",-
1445,18 oct 2019,"1,1127","1,1162","1,1115","1,1127","1,1127",-
1446,17 oct 2019,"1,1074","1,1140","1,1066","1,1075","1,1075",-
1447,16 oct 2019,"1,1034","1,1076","1,1024","1,1035","1,1035",-
1448,15 oct 2019,"1,1026","1,1045","1,0993","1,1029","1,1029",-
1449,14 oct 2019,"1,1028","1,1043","1,1015","1,1030","1,1030",-
1450,11 oct 2019,"1,1014","1,1062","1,1004","1,1011","1,1011",-
1451,10 oct 2019,"1,0986","1,1034","1,0980","1,0988","1,0988",-
1452,9 oct 2019,"1,0960","1,0992","1,0956","1,0960","1,0960",-
1453,8 oct 2019,"1,0973","1,0998","1,0947","1,0972","1,0972",-
1454,7 oct 2019,"1,0987","1,1001","1,0964","1,0987","1,0987",-
1455,4 oct 2019,"1,0975","1,0992","1,0959","1,0975","1,0975",-
1456,3 oct 2019,"1,0962","1,0998","1,0942","1,0964","1,0964",-
1457,2 oct 2019,"1,0935","1,0958","1,0905","1,0935","1,0935",-
1458,1 oct 2019,"1,0899","1,0937","1,0882","1,0900","1,0900",-
1459,30 sept 2019,"1,0942","1,0948","1,0888","1,0943","1,0943",-
1460,27 sept 2019,"1,0923","1,0958","1,0906","1,0923","1,0923",-
1461,26 sept 2019,"1,0952","1,0967","1,0925","1,0953","1,0953",-
1462,25 sept 2019,"1,1016","1,1019","1,0948","1,1017","1,1017",-
1463,24 sept 2019,"1,0994","1,1014","1,0985","1,0994","1,0994",-
1464,23 sept 2019,"1,1020","1,1028","1,0968","1,1019","1,1019",-
1465,20 sept 2019,"1,1046","1,1069","1,0999","1,1049","1,1049",-
1466,19 sept 2019,"1,1031","1,1075","1,1024","1,1031","1,1031",-
1467,18 sept 2019,"1,1074","1,1078","1,1038","1,1075","1,1075",-
1468,17 sept 2019,"1,1004","1,1068","1,0993","1,1006","1,1006",-
1469,16 sept 2019,"1,1084","1,1084","1,0995","1,1083","1,1083",-
1470,13 sept 2019,"1,1058","1,1109","1,1058","1,1058","1,1058",-
1471,12 sept 2019,"1,1014","1,1078","1,0930","1,1013","1,1013",-
1472,11 sept 2019,"1,1050","1,1058","1,0986","1,1050","1,1050",-
1473,10 sept 2019,"1,1047","1,1059","1,1032","1,1048","1,1048",-
1474,9 sept 2019,"1,1021","1,1065","1,1016","1,1021","1,1021",-
1475,6 sept 2019,"1,1036","1,1057","1,1021","1,1036","1,1036",-
1476,5 sept 2019,"1,1038","1,1083","1,1018","1,1035","1,1035",-
1477,4 sept 2019,"1,0974","1,1035","1,0973","1,0975","1,0975",-
1478,3 sept 2019,"1,0967","1,0977","1,0930","1,0969","1,0969",-
1479,2 sept 2019,"1,0991","1,0997","1,0959","1,0992","1,0992",-
1480,30 ago 2019,"1,1060","1,1061","1,0987","1,1062","1,1062",-
1481,29 ago 2019,"1,1085","1,1090","1,1056","1,1086","1,1086",-
1482,28 ago 2019,"1,1090","1,1100","1,1074","1,1090","1,1090",-
1483,27 ago 2019,"1,1101","1,1119","1,1089","1,1104","1,1104",-
1484,26 ago 2019,"1,1143","1,1152","1,1108","1,1143","1,1143",-
1485,23 ago 2019,"1,1083","1,1149","1,1053","1,1084","1,1084",-
1486,22 ago 2019,"1,1090","1,1114","1,1065","1,1091","1,1091",-
1487,21 ago 2019,"1,1099","1,1107","1,1089","1,1098","1,1098",-
1488,20 ago 2019,"1,1083","1,1099","1,1069","1,1083","1,1083",-
1489,19 ago 2019,"1,1094","1,1110","1,1088","1,1094","1,1094",-
1490,16 ago 2019,"1,1111","1,1114","1,1067","1,1114","1,1114",-
1491,15 ago 2019,"1,1145","1,1159","1,1096","1,1143","1,1143",-
1492,14 ago 2019,"1,1178","1,1191","1,1140","1,1177","1,1177",-
1493,13 ago 2019,"1,1218","1,1228","1,1178","1,1218","1,1218",-
1494,12 ago 2019,"1,1207","1,1230","1,1163","1,1208","1,1208",-
1495,9 ago 2019,"1,1187","1,1220","1,1184","1,1187","1,1187",-
1496,8 ago 2019,"1,1205","1,1228","1,1184","1,1204","1,1204",-
1497,7 ago 2019,"1,1206","1,1241","1,1181","1,1207","1,1207",-
1498,6 ago 2019,"1,1243","1,1250","1,1171","1,1244","1,1244",-
1499,5 ago 2019,"1,1107","1,1199","1,1107","1,1108","1,1108",-
1500,2 ago 2019,"1,1082","1,1114","1,1071","1,1079","1,1079",-
1501,1 ago 2019,"1,1072","1,1073","1,1028","1,1072","1,1072",-
1502,31 jul 2019,"1,1157","1,1164","1,1128","1,1158","1,1158",-
1503,30 jul 2019,"1,1142","1,1158","1,1133","1,1143","1,1143",-
1504,29 jul 2019,"1,1131","1,1145","1,1114","1,1132","1,1132",-
1505,26 jul 2019,"1,1145","1,1153","1,1116","1,1146","1,1146",-
1506,25 jul 2019,"1,1142","1,1187","1,1104","1,1142","1,1142",-
1507,24 jul 2019,"1,1151","1,1156","1,1130","1,1151","1,1151",-
1508,23 jul 2019,"1,1205","1,1211","1,1150","1,1206","1,1206",-
1509,22 jul 2019,"1,1218","1,1227","1,1208","1,1218","1,1218",-
1510,19 jul 2019,"1,1262","1,1271","1,1215","1,1262","1,1262",-
1511,18 jul 2019,"1,1228","1,1247","1,1206","1,1230","1,1230",-
1512,17 jul 2019,"1,1213","1,1233","1,1201","1,1212","1,1212",-
1513,16 jul 2019,"1,1261","1,1266","1,1209","1,1262","1,1262",-
1514,15 jul 2019,"1,1272","1,1286","1,1256","1,1272","1,1272",-
1515,12 jul 2019,"1,1250","1,1278","1,1240","1,1252","1,1252",-
1516,11 jul 2019,"1,1261","1,1288","1,1252","1,1259","1,1259",-
1517,10 jul 2019,"1,1205","1,1263","1,1203","1,1208","1,1208",-
1518,9 jul 2019,"1,1215","1,1222","1,1195","1,1216","1,1216",-
1519,8 jul 2019,"1,1228","1,1237","1,1208","1,1227","1,1227",-
1520,5 jul 2019,"1,1286","1,1288","1,1208","1,1286","1,1286",-
1521,4 jul 2019,"1,1288","1,1298","1,1274","1,1288","1,1288",-
1522,3 jul 2019,"1,1291","1,1305","1,1270","1,1293","1,1293",-
1523,2 jul 2019,"1,1287","1,1321","1,1277","1,1287","1,1287",-
1524,1 jul 2019,"1,1364","1,1368","1,1306","1,1365","1,1365",-
1525,28 jun 2019,"1,1371","1,1393","1,1361","1,1373","1,1373",-
1526,27 jun 2019,"1,1375","1,1383","1,1348","1,1375","1,1375",-
1527,26 jun 2019,"1,1369","1,1390","1,1351","1,1370","1,1370",-
1528,25 jun 2019,"1,1400","1,1414","1,1378","1,1400","1,1400",-
1529,24 jun 2019,"1,1383","1,1401","1,1374","1,1385","1,1385",-
1530,21 jun 2019,"1,1293","1,1333","1,1284","1,1296","1,1296",-
1531,20 jun 2019,"1,1236","1,1315","1,1236","1,1238","1,1238",-
1532,19 jun 2019,"1,1197","1,1222","1,1189","1,1198","1,1198",-
1533,18 jun 2019,"1,1227","1,1244","1,1182","1,1225","1,1225",-
1534,17 jun 2019,"1,1216","1,1246","1,1205","1,1217","1,1217",-
1535,14 jun 2019,"1,1280","1,1291","1,1215","1,1280","1,1280",-
1536,13 jun 2019,"1,1293","1,1305","1,1271","1,1296","1,1296",-
1537,12 jun 2019,"1,1329","1,1343","1,1309","1,1330","1,1330",-
1538,11 jun 2019,"1,1318","1,1333","1,1305","1,1318","1,1318",-
1539,10 jun 2019,"1,1319","1,1327","1,1292","1,1320","1,1320",-
1540,7 jun 2019,"1,1275","1,1348","1,1253","1,1277","1,1277",-
1541,6 jun 2019,"1,1227","1,1308","1,1224","1,1229","1,1229",-
1542,5 jun 2019,"1,1255","1,1305","1,1240","1,1254","1,1254",-
1543,4 jun 2019,"1,1246","1,1278","1,1228","1,1246","1,1246",-
1544,3 jun 2019,"1,1173","1,1211","1,1162","1,1174","1,1174",-
1545,31 may 2019,"1,1130","1,1179","1,1127","1,1131","1,1131",-
1546,30 may 2019,"1,1138","1,1146","1,1119","1,1137","1,1137",-
1547,29 may 2019,"1,1171","1,1176","1,1126","1,1171","1,1171",-
1548,28 may 2019,"1,1194","1,1199","1,1172","1,1194","1,1194",-
1549,27 may 2019,"1,1206","1,1218","1,1188","1,1210","1,1210",-
1550,24 may 2019,"1,1184","1,1212","1,1178","1,1185","1,1185",-
1551,23 may 2019,"1,1155","1,1173","1,1110","1,1155","1,1155",-
1552,21 may 2019,"1,1169","1,1183","1,1142","1,1169","1,1169",-
1553,20 may 2019,"1,1165","1,1177","1,1151","1,1165","1,1165",-
1554,17 may 2019,"1,1175","1,1184","1,1157","1,1174","1,1174",-
1555,16 may 2019,"1,1210","1,1224","1,1174","1,1207","1,1207",-
1556,15 may 2019,"1,1204","1,1223","1,1180","1,1204","1,1204",-
1557,14 may 2019,"1,1232","1,1246","1,1205","1,1233","1,1233",-
1558,13 may 2019,"1,1237","1,1263","1,1224","1,1236","1,1236",-
1559,10 may 2019,"1,1219","1,1252","1,1219","1,1222","1,1222",-
1560,9 may 2019,"1,1197","1,1251","1,1176","1,1198","1,1198",-
1561,8 may 2019,"1,1190","1,1215","1,1190","1,1191","1,1191",-
1562,7 may 2019,"1,1204","1,1220","1,1176","1,1202","1,1202",-
1563,6 may 2019,"1,1187","1,1204","1,1180","1,1186","1,1186",-
1564,3 may 2019,"1,1173","1,1201","1,1141","1,1174","1,1174",-
1565,2 may 2019,"1,1202","1,1218","1,1174","1,1201","1,1201",-
1566,1 may 2019,"1,1218","1,1250","1,1214","1,1216","1,1216",-
1567,30 abr 2019,"1,1184","1,1230","1,1177","1,1185","1,1185",-
1568,29 abr 2019,"1,1149","1,1170","1,1146","1,1150","1,1150",-
1569,26 abr 2019,"1,1137","1,1173","1,1123","1,1137","1,1137",-
1570,25 abr 2019,"1,1157","1,1164","1,1122","1,1153","1,1153",-
1571,24 abr 2019,"1,1224","1,1225","1,1183","1,1224","1,1224",-
1572,23 abr 2019,"1,1259","1,1261","1,1193","1,1259","1,1259",-
1573,22 abr 2019,"1,1245","1,1264","1,1237","1,1245","1,1245",-
1574,19 abr 2019,"1,1236","1,1251","1,1233","1,1236","1,1236",-
1575,18 abr 2019,"1,1301","1,1306","1,1238","1,1297","1,1297",-
1576,17 abr 2019,"1,1285","1,1324","1,1282","1,1285","1,1285",-
1577,16 abr 2019,"1,1304","1,1315","1,1286","1,1305","1,1305",-
1578,15 abr 2019,"1,1304","1,1322","1,1299","1,1305","1,1305",-
1579,12 abr 2019,"1,1259","1,1325","1,1258","1,1261","1,1261",-
1580,11 abr 2019,"1,1276","1,1287","1,1256","1,1277","1,1277",-
1581,10 abr 2019,"1,1265","1,1283","1,1231","1,1267","1,1267",-
1582,9 abr 2019,"1,1256","1,1288","1,1256","1,1256","1,1256",-
1583,8 abr 2019,"1,1222","1,1274","1,1216","1,1220","1,1220",-
1584,5 abr 2019,"1,1225","1,1242","1,1212","1,1226","1,1226",-
1585,4 abr 2019,"1,1245","1,1250","1,1209","1,1247","1,1247",-
1586,3 abr 2019,"1,1203","1,1255","1,1202","1,1204","1,1204",-
1587,2 abr 2019,"1,1206","1,1214","1,1185","1,1206","1,1206",-
1588,1 abr 2019,"1,1223","1,1250","1,1210","1,1224","1,1224",-
1589,29 mar 2019,"1,1230","1,1246","1,1211","1,1230","1,1230",-
1590,28 mar 2019,"1,1251","1,1263","1,1215","1,1252","1,1252",-
1591,27 mar 2019,"1,1274","1,1286","1,1243","1,1275","1,1275",-
1592,26 mar 2019,"1,1315","1,1329","1,1280","1,1316","1,1316",-
1593,25 mar 2019,"1,1296","1,1332","1,1291","1,1296","1,1296",-
1594,22 mar 2019,"1,1374","1,1392","1,1276","1,1375","1,1375",-
1595,21 mar 2019,"1,1430","1,1440","1,1355","1,1428","1,1428",-
1596,20 mar 2019,"1,1353","1,1368","1,1336","1,1355","1,1355",-
1597,19 mar 2019,"1,1336","1,1364","1,1334","1,1336","1,1336",-
1598,18 mar 2019,"1,1320","1,1360","1,1235","1,1320","1,1320",-
1599,15 mar 2019,"1,1308","1,1343","1,1302","1,1308","1,1308",-
1600,14 mar 2019,"1,1333","1,1336","1,1295","1,1331","1,1331",-
1601,13 mar 2019,"1,1287","1,1314","1,1279","1,1287","1,1287",-
1602,12 mar 2019,"1,1259","1,1294","1,1250","1,1259","1,1259",-
1603,11 mar 2019,"1,1231","1,1257","1,1223","1,1232","1,1232",-
1604,8 mar 2019,"1,1202","1,1245","1,1186","1,1198","1,1198",-
1605,7 mar 2019,"1,1312","1,1320","1,1209","1,1314","1,1314",-
1606,6 mar 2019,"1,1306","1,1325","1,1292","1,1307","1,1307",-
1607,5 mar 2019,"1,1338","1,1339","1,1293","1,1337","1,1337",-
1608,4 mar 2019,"1,1375","1,1375","1,1311","1,1376","1,1376",-
1609,1 mar 2019,"1,1373","1,1409","1,1354","1,1373","1,1373",-
1610,28 feb 2019,"1,1378","1,1422","1,1361","1,1380","1,1380",-
1611,27 feb 2019,"1,1394","1,1404","1,1364","1,1393","1,1393",-
1612,26 feb 2019,"1,1366","1,1379","1,1346","1,1368","1,1368",-
1613,25 feb 2019,"1,1340","1,1368","1,1338","1,1342","1,1342",-
1614,22 feb 2019,"1,1340","1,1356","1,1319","1,1343","1,1343",-
1615,21 feb 2019,"1,1346","1,1366","1,1323","1,1346","1,1346",-
1616,20 feb 2019,"1,1343","1,1370","1,1326","1,1343","1,1343",-
1617,19 feb 2019,"1,1312","1,1342","1,1277","1,1312","1,1312",-
1618,18 feb 2019,"1,1295","1,1334","1,1295","1,1298","1,1298",-
1619,15 feb 2019,"1,1295","1,1298","1,1235","1,1295","1,1295",-
1620,14 feb 2019,"1,1264","1,1308","1,1251","1,1265","1,1265",-
1621,13 feb 2019,"1,1333","1,1344","1,1283","1,1335","1,1335",-
1622,12 feb 2019,"1,1280","1,1320","1,1259","1,1279","1,1279",-
1623,11 feb 2019,"1,1324","1,1331","1,1273","1,1324","1,1324",-
1624,8 feb 2019,"1,1340","1,1351","1,1322","1,1339","1,1339",-
1625,7 feb 2019,"1,1366","1,1370","1,1326","1,1366","1,1366",-
1626,6 feb 2019,"1,1409","1,1411","1,1375","1,1410","1,1410",-
1627,5 feb 2019,"1,1436","1,1443","1,1403","1,1436","1,1436",-
1628,4 feb 2019,"1,1457","1,1463","1,1425","1,1455","1,1455",-
1629,1 feb 2019,"1,1451","1,1488","1,1435","1,1450","1,1450",-
1630,31 ene 2019,"1,1486","1,1514","1,1451","1,1488","1,1488",-
1631,30 ene 2019,"1,1435","1,1450","1,1409","1,1435","1,1435",-
1632,29 ene 2019,"1,1430","1,1451","1,1412","1,1430","1,1430",-
1633,28 ene 2019,"1,1413","1,1446","1,1391","1,1413","1,1413",-
1634,25 ene 2019,"1,1310","1,1412","1,1306","1,1313","1,1313",-
1635,24 ene 2019,"1,1387","1,1393","1,1313","1,1388","1,1388",-
1636,23 ene 2019,"1,1364","1,1393","1,1352","1,1364","1,1364",-
1637,22 ene 2019,"1,1370","1,1375","1,1337","1,1369","1,1369",-
1638,21 ene 2019,"1,1365","1,1388","1,1358","1,1366","1,1366",-
1639,18 ene 2019,"1,1392","1,1410","1,1354","1,1393","1,1393",-
1640,17 ene 2019,"1,1399","1,1408","1,1372","1,1398","1,1398",-
1641,16 ene 2019,"1,1414","1,1422","1,1379","1,1417","1,1417",-
1642,15 ene 2019,"1,1473","1,1492","1,1386","1,1473","1,1473",-
1643,14 ene 2019,"1,1463","1,1484","1,1452","1,1460","1,1460",-
1644,11 ene 2019,"1,1515","1,1539","1,1460","1,1510","1,1510",-
1645,10 ene 2019,"1,1555","1,1571","1,1511","1,1555","1,1555",-
1646,9 ene 2019,"1,1457","1,1540","1,1442","1,1456","1,1456",-
1647,8 ene 2019,"1,1479","1,1486","1,1425","1,1480","1,1480",-
1648,7 ene 2019,"1,1413","1,1474","1,1405","1,1410","1,1410",-
1649,4 ene 2019,"1,1391","1,1418","1,1348","1,1391","1,1391",-
1650,3 ene 2019,"1,1317","1,1409","1,1317","1,1318","1,1318",-
1651,2 ene 2019,"1,1461","1,1497","1,1346","1,1462","1,1462",-
1652,1 ene 2019,"1,1494","1,1550","1,1465","1,1493","1,1493",-
1653,31 dic 2018,"1,1439","1,1466","1,1422","1,1440","1,1440",-
1654,28 dic 2018,"1,1431","1,1473","1,1431","1,1431","1,1431",-
1655,27 dic 2018,"1,1364","1,1434","1,1359","1,1361","1,1361",-
1656,26 dic 2018,"1,1413","1,1419","1,1376","1,1416","1,1416",-
1657,25 dic 2018,"1,1405","1,1422","1,1370","1,1404","1,1404",-
1658,24 dic 2018,"1,1372","1,1438","1,1372","1,1373","1,1373",-
1659,21 dic 2018,"1,1458","1,1474","1,1388","1,1457","1,1457",-
1660,20 dic 2018,"1,1388","1,1485","1,1378","1,1390","1,1390",-
1661,19 dic 2018,"1,1376","1,1440","1,1376","1,1375","1,1375",-
1662,18 dic 2018,"1,1350","1,1403","1,1339","1,1350","1,1350",-
1663,17 dic 2018,"1,1307","1,1354","1,1305","1,1306","1,1306",-
1664,14 dic 2018,"1,1363","1,1366","1,1271","1,1364","1,1364",-
1665,13 dic 2018,"1,1373","1,1393","1,1334","1,1373","1,1373",-
1666,12 dic 2018,"1,1323","1,1380","1,1316","1,1323","1,1323",-
1667,11 dic 2018,"1,1355","1,1399","1,1308","1,1357","1,1357",-
1668,10 dic 2018,"1,1404","1,1446","1,1362","1,1401","1,1401",-
1669,7 dic 2018,"1,1377","1,1411","1,1361","1,1375","1,1375",-
1670,6 dic 2018,"1,1347","1,1412","1,1323","1,1349","1,1349",-
1671,5 dic 2018,"1,1344","1,1360","1,1315","1,1343","1,1343",-
1672,4 dic 2018,"1,1356","1,1418","1,1343","1,1355","1,1355",-
1673,3 dic 2018,"1,1342","1,1380","1,1322","1,1342","1,1342",-
1674,30 nov 2018,"1,1393","1,1401","1,1315","1,1393","1,1393",-
1675,29 nov 2018,"1,1367","1,1401","1,1350","1,1369","1,1369",-
1676,28 nov 2018,"1,1297","1,1308","1,1268","1,1299","1,1299",-
1677,27 nov 2018,"1,1334","1,1345","1,1279","1,1333","1,1333",-
1678,26 nov 2018,"1,1339","1,1384","1,1327","1,1337","1,1337",-
1679,23 nov 2018,"1,1403","1,1419","1,1332","1,1403","1,1403",-
1680,22 nov 2018,"1,1389","1,1434","1,1386","1,1388","1,1388",-
1681,21 nov 2018,"1,1373","1,1422","1,1366","1,1372","1,1372",-
1682,20 nov 2018,"1,1455","1,1473","1,1387","1,1455","1,1455",-
1683,19 nov 2018,"1,1412","1,1463","1,1394","1,1414","1,1414",-
1684,16 nov 2018,"1,1325","1,1414","1,1323","1,1325","1,1325",-
1685,15 nov 2018,"1,1314","1,1351","1,1275","1,1312","1,1312",-
1686,14 nov 2018,"1,1316","1,1340","1,1265","1,1311","1,1311",-
1687,13 nov 2018,"1,1224","1,1292","1,1223","1,1233","1,1233",-
1688,12 nov 2018,"1,1325","1,1333","1,1242","1,1325","1,1325",-
1689,9 nov 2018,"1,1369","1,1369","1,1325","1,1368","1,1368",-
1690,8 nov 2018,"1,1433","1,1444","1,1405","1,1434","1,1434",-
1691,7 nov 2018,"1,1441","1,1500","1,1401","1,1439","1,1439",-
1692,6 nov 2018,"1,1409","1,1438","1,1393","1,1413","1,1413",-
1693,5 nov 2018,"1,1397","1,1406","1,1355","1,1398","1,1398",-
1694,2 nov 2018,"1,1403","1,1455","1,1376","1,1403","1,1403",-
1695,1 nov 2018,"1,1314","1,1413","1,1314","1,1317","1,1317",-
1696,31 oct 2018,"1,1346","1,1360","1,1312","1,1346","1,1346",-
1697,30 oct 2018,"1,1375","1,1387","1,1347","1,1376","1,1376",-
1698,29 oct 2018,"1,1399","1,1416","1,1364","1,1399","1,1399",-
1699,26 oct 2018,"1,1375","1,1398","1,1336","1,1378","1,1378",-
1700,25 oct 2018,"1,1399","1,1431","1,1366","1,1399","1,1399",-
1701,24 oct 2018,"1,1473","1,1476","1,1384","1,1473","1,1473",-
1702,23 oct 2018,"1,1465","1,1490","1,1440","1,1468","1,1468",-
1703,22 oct 2018,"1,1511","1,1552","1,1462","1,1509","1,1509",-
1704,19 oct 2018,"1,1455","1,1515","1,1434","1,1460","1,1460",-
1705,18 oct 2018,"1,1501","1,1527","1,1483","1,1501","1,1501",-
1706,17 oct 2018,"1,1576","1,1582","1,1522","1,1575","1,1575",-
1707,16 oct 2018,"1,1583","1,1620","1,1567","1,1583","1,1583",-
1708,15 oct 2018,"1,1551","1,1606","1,1544","1,1551","1,1551",-
1709,12 oct 2018,"1,1590","1,1610","1,1537","1,1590","1,1590",-
1710,11 oct 2018,"1,1532","1,1598","1,1532","1,1533","1,1533",-
1711,10 oct 2018,"1,1504","1,1542","1,1481","1,1507","1,1507",-
1712,9 oct 2018,"1,1495","1,1505","1,1433","1,1494","1,1494",-
1713,8 oct 2018,"1,1524","1,1531","1,1461","1,1523","1,1523",-
1714,5 oct 2018,"1,1518","1,1543","1,1488","1,1518","1,1518",-
